2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Created
2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Stopped
2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-09-13,11:26 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Stopped
