2019-10-29,03:27 PM,Error,SmartPrompter-Admin,Launching on device with dp height: 683.4286 		 and dp width: 411.42856
2019-10-29,03:27 PM,Info,SpResLib,Retrieving alarm records from storage!
2019-10-29,03:27 PM,Info,SpResLib,Retrieving alarm records from storage!
2019-10-29,03:27 PM,Info,SpResLib,Scanning file: export_check.txt
2019-10-29,03:27 PM,Info,SpResLib,Retrieving inactive records from storage!
2019-10-29,03:27 PM,Info,SpResLib,Scanning file: 2019-10-24 App.csv
2019-10-29,03:27 PM,Info,SpResLib,Scanning file: 2019-10-24 UI.csv
2019-10-29,03:27 PM,Info,SpResLib,Retrieving survey questions from storage!
