2019-09-09,01:09 PM,Info,SmartPrompter-Admin-UI,MainActivity - 	 Created
2019-09-09,01:09 PM,Info,SmartPrompter-Admin-UI,MainActivity - 	 Resumed
2019-09-09,01:10 PM,Info,SmartPrompter-Admin-UI,MainActivity - 	 Paused
2019-09-09,01:10 PM,Info,SmartPrompter-Admin-UI,MainActivity - 	 Stopped
