2019-10-08,03:35 PM,Error,SmartPrompter-Admin,Launching on device with dp height: 683.4286 		 and dp width: 411.42856
2019-10-08,03:35 PM,Info,SpResLib,Retrieving alarm records from storage!
2019-10-08,03:35 PM,Info,SpResLib,Retrieving alarm records from storage!
2019-10-08,03:35 PM,Info,SpResLib,Scanning file: device_label.txt
2019-10-08,03:35 PM,Info,SpResLib,Scanning file: export_check.txt
2019-10-08,03:35 PM,Info,SpResLib,Retrieving log records from storage!
2019-10-08,03:35 PM,Info,SpResLib,Scanning file: 2019-10-08 UI.csv
2019-10-08,03:35 PM,Info,SpResLib,Scanning file: 2019-10-08 App.csv
2019-10-08,03:35 PM,Info,SpResLib,Retrieving survey questions from storage!
2019-10-08,03:36 PM,Info,SpResLib,Read contents: Matt Pixel 2
 	 from file: /storage/emulated/0/Documents/sp_alarms/device_label.txt
2019-10-08,03:36 PM,Info,SpResLib,Read contents: 1570563599106
 	 from file: /storage/emulated/0/Documents/sp_alarms/export_check.txt
2019-10-08,03:36 PM,Info,SpResLib,Read contents: Matt Pixel 2
 	 from file: /storage/emulated/0/Documents/sp_alarms/device_label.txt
2019-10-08,03:36 PM,Info,SpResLib,Retrieving names of files currently in SP_LOGS directory.
2019-10-08,03:36 PM,Info,SpResLib,Adding log attachment: /storage/emulated/0/Documents/sp_logs/2019-10-08 UI.csv
2019-10-08,03:36 PM,Info,SpResLib,Adding log attachment: /storage/emulated/0/Documents/sp_logs/2019-10-08 App.csv
2019-10-08,03:36 PM,Error,SpResLib,Something went wrong while trying to send email[Ljava.lang.StackTraceElement;@e574551
2019-10-08,03:36 PM,Info,SpResLib,Email task completed!  Was successful: true
2019-10-08,03:36 PM,Info,SpResLib,Archiving contents of SP_LOGS directory.
2019-10-08,03:36 PM,Info,SpResLib,Log file successfully archived!
2019-10-08,03:36 PM,Info,SpResLib,Log file successfully archived!
2019-10-08,03:38 PM,Info,SpResLib,Read contents: Matt Pixel 2
 	 from file: /storage/emulated/0/Documents/sp_alarms/device_label.txt
2019-10-08,03:38 PM,Info,SpResLib,Read contents: 1570563599106
 	 from file: /storage/emulated/0/Documents/sp_alarms/export_check.txt
2019-10-08,03:38 PM,Info,SpResLib,Read contents: Matt Pixel 2
 	 from file: /storage/emulated/0/Documents/sp_alarms/device_label.txt
2019-10-08,03:38 PM,Info,SpResLib,Read contents: 1570563599106
 	 from file: /storage/emulated/0/Documents/sp_alarms/export_check.txt
