2019-09-27,03:23 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Created
2019-09-27,03:23 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-09-27,03:23 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-09-27,03:23 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-09-27,03:24 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-09-27,03:24 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-09-27,03:24 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-09-27,03:24 PM,Info,SmartPrompterV2-UI,MainActivity - 	 Stopped
