2019-11-19,09:35 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Created
2019-11-19,09:35 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-11-19,09:35 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-11-19,09:35 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Resumed
2019-11-19,09:36 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Paused
2019-11-19,09:36 AM,Info,SmartPrompterV2-UI,MainActivity - 	 Stopped
